AQI,÷ ¡øµ»º∂,PM10,O3,SO2,PM2.5,NO2,CO,date
108.0,«·∂»Œ€»æ,90.0,113.0,12.0,80,47.0,1.1,2017/11/4
73.0,¡º,84.0,90.0,20.0,39,61.0,0.9,2017/11/5
102.0,«·∂»Œ€»æ,124.0,97.0,20.0,68,89.0,1.3,2017/11/6
138.0,«·∂»Œ€»æ,176.0,84.0,15.0,108,114.0,1.5,2017/11/7
191.0,÷–∂»Œ€»æ,205.0,121.0,18.0,143,108.0,1.7,2017/11/8
119.0,«·∂»Œ€»æ,144.0,140.0,19.0,92,81.0,1.5,2017/11/9
102.0,«·∂»Œ€»æ,130.0,54.0,16.0,76,60.0,1.2,2017/11/10
68.0,¡º,86.0,54.0,10.0,31,40.0,0.8,2017/11/11
72.0,¡º,71.0,20.0,7.0,51,53.0,1.0,2017/11/12
75.0,¡º,62.0,24.0,6.0,56,54.0,1.2,2017/11/13
88.0,¡º,94.0,17.0,10.0,66,63.0,1.4,2017/11/14
130.0,«·∂»Œ€»æ,140.0,50.0,15.0,101,80.0,1.7,2017/11/15
118.0,«·∂»Œ€»æ,108.0,59.0,13.0,89,64.0,1.4,2017/11/16
107.0,«·∂»Œ€»æ,75.0,17.0,5.0,81,46.0,1.3,2017/11/17
70.0,¡º,80.0,53.0,7.0,51,39.0,1.0,2017/11/18
71.0,¡º,72.0,19.0,10.0,52,45.0,1.0,2017/11/19
77.0,¡º,71.0,64.0,11.0,56,48.0,0.8,2017/11/20
90.0,¡º,93.0,25.0,12.0,67,63.0,0.9,2017/11/21
83.0,¡º,105.0,54.0,12.0,61,52.0,0.9,2017/11/22
87.0,¡º,118.0,56.0,14.0,47,71.0,0.9,2017/11/23
101.0,«·∂»Œ€»æ,134.0,52.0,15.0,63,84.0,1.2,2017/11/24
102.0,«·∂»Œ€»æ,124.0,58.0,19.0,64,87.0,1.1,2017/11/25
113.0,«·∂»Œ€»æ,138.0,51.0,16.0,87,97.0,1.4,2017/11/26
121.0,«·∂»Œ€»æ,151.0,76.0,22.0,93,90.0,1.6,2017/11/27
134.0,«·∂»Œ€»æ,144.0,34.0,17.0,103,88.0,1.6,2017/11/28
161.0,÷–∂»Œ€»æ,117.0,54.0,9.0,119,44.0,1.3,2017/11/29
51.0,¡º,37.0,10.0,4.0,41,35.0,1.0,2017/11/30
64.0,¡º,61.0,0.0,6.0,53,40.0,0.7,2017/12/1
78.0,¡º,88.0,0.0,9.0,69,58.0,0.7,2017/12/2
114.0,«·∂»Œ€»æ,107.0,0.0,11.0,84,70.0,1.5,2017/12/3
200.0,÷–∂»Œ€»æ,164.0,0.0,10.0,180,56.0,1.4,2017/12/4
270.0,÷ÿ∂»Œ€»æ,147.0,0.0,14.0,162,68.0,1.9,2017/12/5
134.0,«·∂»Œ€»æ,161.0,0.0,24.0,137,88.0,1.4,2017/12/6
180.0,÷–∂»Œ€»æ,120.0,0.0,18.0,100,72.0,1.7,2017/12/7
109.0,«·∂»Œ€»æ,108.0,0.0,16.0,86,55.0,1.2,2017/12/8
106.0,«·∂»Œ€»æ,123.0,0.0,15.0,70,75.0,1.4,2017/12/9
129.0,«·∂»Œ€»æ,148.0,0.0,17.0,75,76.0,1.9,2017/12/10
111.0,«·∂»Œ€»æ,116.0,0.0,19.0,53,76.0,1.5,2017/12/11
83.0,¡º,105.0,0.0,19.0,67,65.0,1.0,2017/12/12
95.0,¡º,77.0,12.0,9.0,71,46.0,1.0,2017/12/13
60.0,¡º,30.0,17.0,4.0,43,35.0,0.7,2017/12/14
77.0,¡º,44.0,20.0,3.0,54,33.0,1.0,2017/12/15
119.0,«·∂»Œ€»æ,87.0,62.0,8.0,91,34.0,1.0,2017/12/16
95.0,¡º,87.0,67.0,11.0,68,60.0,1.0,2017/12/17
108.0,«·∂»Œ€»æ,122.0,47.0,13.0,81,85.0,1.2,2017/12/18
120.0,«·∂»Œ€»æ,142.0,39.0,15.0,92,92.0,1.4,2017/12/19
113.0,«·∂»Œ€»æ,132.0,52.0,18.0,87,91.0,1.2,2017/12/20
135.0,«·∂»Œ€»æ,154.0,45.0,23.0,103,102.0,1.5,2017/12/21
112.0,«·∂»Œ€»æ,131.0,44.0,30.0,84,98.0,1.4,2017/12/22
165.0,÷–∂»Œ€»æ,188.0,8.0,25.0,125,104.0,1.4,2017/12/23
176.0,÷–∂»Œ€»æ,163.0,73.0,17.0,133,82.0,1.4,2017/12/24
98.0,¡º,117.0,56.0,21.0,56,78.0,1.0,2017/12/25
113.0,«·∂»Œ€»æ,154.0,47.0,30.0,85,96.0,1.4,2017/12/26
143.0,«·∂»Œ€»æ,161.0,26.0,32.0,109,89.0,1.4,2017/12/27
165.0,÷–∂»Œ€»æ,118.0,15.0,18.0,125,69.0,1.4,2017/12/28
192.0,÷–∂»Œ€»æ,145.0,27.0,9.0,144,71.0,1.4,2017/12/29
190.0,÷–∂»Œ€»æ,217.0,50.0,16.0,143,68.0,1.5,2017/12/30
172.0,÷–∂»Œ€»æ,201.0,66.0,19.0,130,84.0,1.9,2017/12/31
119.0,«·∂»Œ€»æ,155.0,52.0,18.0,90,66.0,1.3,2018/1/1
172.0,÷–∂»Œ€»æ,167.0,24.0,12.0,130,64.0,1.5,2018/1/2
109.0,«·∂»Œ€»æ,52.0,16.0,4.0,82,35.0,1.4,2018/1/3
54.0,¡º,25.0,28.0,4.0,38,26.0,0.9,2018/1/4
105.0,«·∂»Œ€»æ,61.0,33.0,5.0,79,30.0,1.0,2018/1/5
97.0,¡º,50.0,50.0,4.0,72,30.0,1.0,2018/1/6
165.0,÷–∂»Œ€»æ,87.0,69.0,6.0,125,30.0,1.3,2018/1/7
93.0,¡º,68.0,75.0,7.0,69,41.0,0.9,2018/1/8
74.0,¡º,79.0,60.0,9.0,52,59.0,0.9,2018/1/9
80.0,¡º,83.0,58.0,9.0,53,64.0,1.0,2018/1/10
76.0,¡º,101.0,69.0,14.0,48,60.0,0.9,2018/1/11
107.0,«·∂»Œ€»æ,102.0,51.0,17.0,80,61.0,1.0,2018/1/12
89.0,¡º,95.0,24.0,24.0,66,69.0,1.1,2018/1/13
98.0,¡º,115.0,49.0,18.0,73,73.0,1.1,2018/1/14
120.0,«·∂»Œ€»æ,146.0,6.0,27.0,91,80.0,1.4,2018/1/15
163.0,÷–∂»Œ€»æ,97.0,25.0,9.0,124,63.0,1.1,2018/1/16
150.0,«·∂»Œ€»æ,101.0,54.0,12.0,115,50.0,1.1,2018/1/17
193.0,÷–∂»Œ€»æ,116.0,35.0,7.0,145,48.0,1.2,2018/1/18
207.0,÷ÿ∂»Œ€»æ,109.0,17.0,5.0,157,50.0,1.3,2018/1/19
223.0,÷ÿ∂»Œ€»æ,152.0,8.0,10.0,173,65.0,2.1,2018/1/20
160.0,÷–∂»Œ€»æ,105.0,14.0,7.0,122,68.0,1.8,2018/1/21
119.0,«·∂»Œ€»æ,85.0,42.0,9.0,90,56.0,1.3,2018/1/22
150.0,«·∂»Œ€»æ,97.0,20.0,6.0,115,37.0,1.3,2018/1/23
68.0,¡º,30.0,25.0,4.0,49,28.0,0.8,2018/1/24
52.0,¡º,24.0,43.0,4.0,36,24.0,0.7,2018/1/25
58.0,¡º,32.0,49.0,5.0,41,25.0,0.7,2018/1/26
69.0,¡º,35.0,66.0,5.0,50,19.0,0.6,2018/1/27
80.0,¡º,47.0,75.0,5.0,59,17.0,0.6,2018/1/28
109.0,«·∂»Œ€»æ,75.0,81.0,9.0,82,41.0,0.9,2018/1/29
99.0,¡º,84.0,80.0,14.0,74,72.0,1.0,2018/1/30
89.0,¡º,87.0,75.0,13.0,66,55.0,0.7,2018/1/31
108.0,«·∂»Œ€»æ,134.0,42.0,20.0,81,84.0,1.3,2018/2/1
80.0,¡º,110.0,62.0,13.0,55,54.0,0.7,2018/2/2
66.0,¡º,81.0,62.0,9.0,27,34.0,0.4,2018/2/3
64.0,¡º,75.0,57.0,14.0,38,51.0,0.7,2018/2/4
83.0,¡º,103.0,70.0,12.0,57,66.0,0.8,2018/2/5
99.0,¡º,116.0,56.0,17.0,71,79.0,1.0,2018/2/6
120.0,«·∂»Œ€»æ,134.0,36.0,21.0,91,96.0,1.3,2018/2/7
117.0,«·∂»Œ€»æ,116.0,87.0,17.0,88,73.0,1.1,2018/2/8
128.0,«·∂»Œ€»æ,143.0,31.0,25.0,97,95.0,1.5,2018/2/9
166.0,÷–∂»Œ€»æ,144.0,74.0,12.0,126,50.0,1.1,2018/2/10
0.0,Œﬁ,0.0,93.0,12.0,0,63.0,1.1,2018/2/11
75.0,¡º,100.0,76.0,13.0,35,53.0,0.9,2018/2/12
86.0,¡º,121.0,103.0,13.0,61,62.0,1.0,2018/2/13
112.0,«·∂»Œ€»æ,143.0,33.0,21.0,84,72.0,1.4,2018/2/14
112.0,«·∂»Œ€»æ,95.0,51.0,6.0,84,26.0,0.9,2018/2/15
129.0,«·∂»Œ€»æ,113.0,66.0,7.0,98,25.0,1.0,2018/2/16
100.0,¡º,79.0,81.0,8.0,75,23.0,1.2,2018/2/17
114.0,«·∂»Œ€»æ,78.0,58.0,4.0,86,20.0,1.0,2018/2/18
57.0,¡º,30.0,41.0,3.0,40,19.0,0.7,2018/2/19
28.0,”≈,13.0,35.0,3.0,19,21.0,0.7,2018/2/20
89.0,¡º,62.0,56.0,3.0,66,20.0,1.0,2018/2/21
112.0,«·∂»Œ€»æ,78.0,82.0,5.0,84,34.0,1.1,2018/2/22
72.0,¡º,62.0,81.0,10.0,52,33.0,1.1,2018/2/23
0.0,Œﬁ,0.0,57.0,13.0,0,38.0,1.1,2018/2/24
109.0,«·∂»Œ€»æ,116.0,59.0,6.0,82,45.0,1.0,2018/2/25
98.0,¡º,83.0,90.0,10.0,73,53.0,1.1,2018/2/26
64.0,¡º,34.0,20.0,9.0,29,51.0,1.1,2018/2/27
52.0,¡º,44.0,86.0,5.0,36,37.0,0.9,2018/2/28
72.0,¡º,58.0,46.0,8.0,52,43.0,1.1,2018/3/1
75.0,¡º,53.0,45.0,6.0,55,41.0,1.3,2018/3/2
85.0,¡º,71.0,42.0,8.0,63,48.0,1.6,2018/3/3
49.0,”≈,41.0,19.0,8.0,34,36.0,1.4,2018/3/4
33.0,”≈,33.0,61.0,4.0,23,23.0,0.7,2018/3/5
45.0,”≈,38.0,48.0,6.0,31,36.0,0.7,2018/3/6
42.0,”≈,23.0,49.0,4.0,29,27.0,0.6,2018/3/7
60.0,¡º,44.0,62.0,5.0,43,41.0,0.6,2018/3/8
77.0,¡º,84.0,93.0,8.0,56,56.0,0.8,2018/3/9
74.0,¡º,92.0,97.0,14.0,51,59.0,0.9,2018/3/10
94.0,¡º,110.0,67.0,20.0,48,75.0,1.1,2018/3/11
94.0,¡º,114.0,102.0,11.0,52,75.0,1.1,2018/3/12
94.0,¡º,116.0,88.0,13.0,63,75.0,1.0,2018/3/13
68.0,¡º,65.0,73.0,8.0,49,42.0,0.9,2018/3/14
63.0,¡º,71.0,87.0,8.0,45,42.0,1.0,2018/3/15
54.0,¡º,47.0,51.0,5.0,25,43.0,0.6,2018/3/16
53.0,¡º,48.0,36.0,8.0,37,40.0,0.9,2018/3/17
35.0,”≈,21.0,38.0,3.0,23,28.0,0.8,2018/3/18
60.0,¡º,33.0,35.0,3.0,43,28.0,0.9,2018/3/19
62.0,¡º,49.0,85.0,4.0,44,31.0,0.7,2018/3/20
77.0,¡º,74.0,70.0,6.0,41,61.0,0.6,2018/3/21
99.0,¡º,109.0,67.0,7.0,62,79.0,1.0,2018/3/22
92.0,¡º,124.0,95.0,14.0,57,73.0,1.2,2018/3/23
83.0,¡º,115.0,71.0,14.0,48,61.0,0.9,2018/3/24
69.0,¡º,86.0,81.0,10.0,45,55.0,0.8,2018/3/25
72.0,¡º,87.0,113.0,5.0,43,57.0,0.8,2018/3/26
83.0,¡º,92.0,117.0,7.0,41,66.0,0.8,2018/3/27
93.0,¡º,117.0,125.0,11.0,48,74.0,1.0,2018/3/28
105.0,«·∂»Œ€»æ,135.0,67.0,19.0,55,89.0,1.3,2018/3/29
113.0,«·∂»Œ€»æ,137.0,141.0,8.0,85,47.0,1.1,2018/3/30
99.0,¡º,141.0,120.0,7.0,74,77.0,1.1,2018/3/31
118.0,«·∂»Œ€»æ,168.0,113.0,9.0,89,97.0,1.5,2018/4/1
84.0,¡º,109.0,114.0,8.0,62,60.0,1.2,2018/4/2
80.0,¡º,109.0,129.0,12.0,48,51.0,1.2,2018/4/3
0.0,Œﬁ,0.0,46.0,7.0,0,28.0,0.8,2018/4/4
35.0,”≈,29.0,49.0,3.0,24,21.0,0.7,2018/4/5
0.0,Œﬁ,0.0,87.0,5.0,0,22.0,0.6,2018/4/6
86.0,¡º,122.0,94.0,6.0,25,36.0,0.5,2018/4/7
90.0,¡º,129.0,116.0,7.0,36,50.0,0.6,2018/4/8
90.0,¡º,130.0,122.0,11.0,43,63.0,0.9,2018/4/9
95.0,¡º,132.0,154.0,9.0,52,61.0,0.8,2018/4/10
100.0,¡º,150.0,83.0,10.0,65,77.0,1.1,2018/4/11
77.0,¡º,79.0,49.0,5.0,56,42.0,1.2,2018/4/12
32.0,”≈,32.0,58.0,3.0,22,25.0,0.7,2018/4/13
56.0,¡º,62.0,68.0,3.0,24,26.0,0.7,2018/4/14
0.0,Œﬁ,0.0,89.0,5.0,0,51.0,0.7,2018/4/15
0.0,Œﬁ,0.0,108.0,7.0,0,64.0,0.8,2018/4/16
0.0,Œﬁ,0.0,128.0,9.0,0,54.0,0.8,2018/4/17
106.0,«·∂»Œ€»æ,161.0,139.0,14.0,55,49.0,1.0,2018/4/18
87.0,¡º,124.0,144.0,16.0,45,51.0,0.9,2018/4/19
82.0,¡º,114.0,135.0,15.0,51,46.0,0.8,2018/4/20
54.0,¡º,57.0,69.0,5.0,36,29.0,0.8,2018/4/21
53.0,¡º,55.0,35.0,9.0,32,33.0,1.1,2018/4/22
23.0,”≈,23.0,44.0,2.0,16,17.0,0.7,2018/4/23
58.0,¡º,61.0,90.0,3.0,41,21.0,0.7,2018/4/24
58.0,¡º,66.0,104.0,7.0,40,33.0,0.9,2018/4/25
64.0,¡º,74.0,106.0,7.0,46,40.0,0.9,2018/4/26
85.0,¡º,80.0,142.0,6.0,55,50.0,1.1,2018/4/27
80.0,¡º,81.0,135.0,8.0,51,56.0,1.2,2018/4/28
63.0,¡º,71.0,85.0,6.0,43,50.0,1.1,2018/4/29
64.0,¡º,59.0,116.0,5.0,33,40.0,1.1,2018/4/30
54.0,¡º,41.0,104.0,4.0,24,34.0,0.8,2018/5/1
72.0,¡º,93.0,126.0,4.0,48,23.0,0.9,2018/5/2
83.0,¡º,86.0,139.0,10.0,28,56.0,0.9,2018/5/3
68.0,¡º,79.0,107.0,14.0,34,54.0,0.8,2018/5/4
48.0,”≈,47.0,65.0,4.0,33,28.0,0.8,2018/5/5
33.0,”≈,22.0,66.0,3.0,12,22.0,0.7,2018/5/6
51.0,¡º,22.0,101.0,3.0,10,18.0,0.6,2018/5/7
48.0,”≈,43.0,93.0,5.0,19,38.0,0.7,2018/5/8
104.0,«·∂»Œ€»æ,85.0,164.0,10.0,33,53.0,0.9,2018/5/9
69.0,¡º,73.0,122.0,13.0,38,47.0,0.9,2018/5/10
84.0,¡º,72.0,46.0,7.0,62,51.0,1.3,2018/5/11
65.0,¡º,53.0,117.0,4.0,37,28.0,0.9,2018/5/12
89.0,¡º,65.0,146.0,6.0,36,44.0,0.8,2018/5/13
63.0,¡º,76.0,98.0,7.0,37,45.0,0.9,2018/5/14
51.0,¡º,52.0,91.0,4.0,22,26.0,0.6,2018/5/15
62.0,¡º,55.0,114.0,5.0,21,22.0,0.6,2018/5/16
73.0,¡º,63.0,127.0,5.0,25,31.0,0.6,2018/5/17
53.0,¡º,55.0,71.0,5.0,28,39.0,0.9,2018/5/18
72.0,¡º,41.0,126.0,5.0,21,28.0,0.9,2018/5/19
35.0,”≈,34.0,52.0,5.0,19,28.0,1.0,2018/5/20
35.0,”≈,32.0,27.0,4.0,16,28.0,1.0,2018/5/21
59.0,¡º,68.0,62.0,3.0,24,19.0,0.6,2018/5/22
0.0,Œﬁ,0.0,122.0,5.0,0,30.0,0.8,2018/5/23
69.0,¡º,87.0,105.0,6.0,41,38.0,1.0,2018/5/24
56.0,¡º,59.0,107.0,6.0,35,31.0,0.9,2018/5/25
43.0,”≈,27.0,85.0,3.0,13,17.0,0.9,2018/5/26
0.0,Œﬁ,0.0,122.0,5.0,0,28.0,0.6,2018/5/27
0.0,Œﬁ,0.0,99.0,7.0,0,57.0,0.6,2018/5/28
109.0,«·∂»Œ€»æ,168.0,112.0,12.0,53,76.0,1.0,2018/5/29
68.0,¡º,85.0,65.0,6.0,41,48.0,0.9,2018/5/30
53.0,¡º,52.0,90.0,4.0,29,42.0,0.8,2018/5/31
94.0,¡º,68.0,152.0,6.0,38,48.0,1.0,2018/6/1
88.0,¡º,44.0,145.0,6.0,25,40.0,0.7,2018/6/2
122.0,«·∂»Œ€»æ,65.0,184.0,5.0,39,38.0,0.8,2018/6/3
76.0,¡º,73.0,131.0,6.0,44,45.0,0.8,2018/6/4
73.0,¡º,78.0,104.0,5.0,53,42.0,0.9,2018/6/5
114.0,«·∂»Œ€»æ,76.0,175.0,6.0,45,46.0,1.0,2018/6/6
107.0,«·∂»Œ€»æ,58.0,167.0,11.0,31,47.0,1.0,2018/6/7
39.0,”≈,36.0,70.0,6.0,21,31.0,0.8,2018/6/8
67.0,¡º,46.0,120.0,4.0,26,21.0,0.8,2018/6/9
113.0,«·∂»Œ€»æ,48.0,174.0,5.0,25,29.0,0.8,2018/6/10
106.0,«·∂»Œ€»æ,64.0,166.0,6.0,28,54.0,0.7,2018/6/11
104.0,«·∂»Œ€»æ,84.0,164.0,8.0,35,58.0,0.8,2018/6/12
81.0,¡º,49.0,137.0,7.0,26,26.0,0.7,2018/6/13
110.0,«·∂»Œ€»æ,57.0,170.0,12.0,28,42.0,1.0,2018/6/14
131.0,«·∂»Œ€»æ,72.0,194.0,13.0,36,47.0,0.9,2018/6/15
174.0,÷–∂»Œ€»æ,76.0,239.0,11.0,43,32.0,0.9,2018/6/16
158.0,÷–∂»Œ€»æ,74.0,223.0,12.0,43,31.0,0.9,2018/6/17
138.0,«·∂»Œ€»æ,70.0,201.0,12.0,42,31.0,0.9,2018/6/18
46.0,”≈,44.0,67.0,6.0,32,24.0,0.9,2018/6/19
37.0,”≈,30.0,73.0,4.0,19,28.0,0.7,2018/6/20
97.0,¡º,51.0,156.0,7.0,30,33.0,0.9,2018/6/21
39.0,”≈,32.0,74.0,5.0,22,31.0,0.9,2018/6/22
103.0,«·∂»Œ€»æ,40.0,163.0,6.0,25,30.0,0.9,2018/6/23
55.0,¡º,43.0,105.0,5.0,24,24.0,0.9,2018/6/24
57.0,¡º,35.0,108.0,4.0,16,26.0,0.7,2018/6/25
50.0,”≈,34.0,100.0,4.0,13,20.0,0.6,2018/6/26
49.0,”≈,37.0,97.0,5.0,14,19.0,0.6,2018/6/27
39.0,”≈,39.0,75.0,5.0,20,30.0,0.8,2018/6/28
53.0,¡º,48.0,103.0,5.0,25,37.0,0.9,2018/6/29
52.0,¡º,40.0,50.0,5.0,20,41.0,0.8,2018/6/30
66.0,¡º,31.0,119.0,5.0,20,23.0,0.8,2018/7/1
47.0,”≈,44.0,88.0,4.0,29,37.0,1.0,2018/7/2
52.0,¡º,49.0,76.0,4.0,32,41.0,1.1,2018/7/3
49.0,”≈,41.0,98.0,4.0,25,31.0,0.9,2018/7/4
29.0,”≈,19.0,56.0,3.0,13,23.0,0.8,2018/7/5
30.0,”≈,26.0,59.0,3.0,17,15.0,0.7,2018/7/6
22.0,”≈,14.0,43.0,3.0,7,13.0,0.5,2018/7/7
32.0,”≈,26.0,50.0,4.0,16,25.0,0.8,2018/7/8
38.0,”≈,24.0,68.0,4.0,14,30.0,0.7,2018/7/9
81.0,¡º,54.0,137.0,6.0,32,42.0,1.0,2018/7/10
50.0,”≈,45.0,99.0,5.0,28,23.0,0.8,2018/7/11
37.0,”≈,37.0,55.0,5.0,17,25.0,0.7,2018/7/12
48.0,”≈,29.0,95.0,4.0,15,23.0,0.6,2018/7/13
50.0,”≈,45.0,100.0,5.0,23,30.0,0.7,2018/7/14
52.0,¡º,45.0,102.0,7.0,22,26.0,0.6,2018/7/15
67.0,¡º,54.0,120.0,9.0,29,28.0,0.7,2018/7/16
82.0,¡º,55.0,138.0,9.0,28,27.0,0.7,2018/7/17
69.0,¡º,51.0,122.0,8.0,26,24.0,0.6,2018/7/18
54.0,¡º,47.0,104.0,9.0,21,28.0,0.7,2018/7/19
89.0,¡º,54.0,146.0,10.0,25,36.0,0.7,2018/7/20
91.0,¡º,61.0,149.0,8.0,30,36.0,0.7,2018/7/21
70.0,¡º,50.0,123.0,7.0,30,24.0,0.8,2018/7/22
49.0,”≈,41.0,98.0,7.0,20,27.0,0.6,2018/7/23
99.0,¡º,63.0,158.0,5.0,31,37.0,0.7,2018/7/24
55.0,¡º,43.0,105.0,5.0,20,27.0,0.6,2018/7/25
64.0,¡º,41.0,116.0,5.0,19,25.0,0.6,2018/7/26
52.0,¡º,47.0,102.0,8.0,18,31.0,0.8,2018/7/27
55.0,¡º,37.0,106.0,8.0,18,28.0,0.8,2018/7/28
86.0,¡º,46.0,143.0,10.0,21,29.0,0.9,2018/7/29
96.0,¡º,47.0,155.0,7.0,20,32.0,0.8,2018/7/30
61.0,¡º,45.0,113.0,8.0,22,37.0,0.9,2018/7/31
108.0,«·∂»Œ€»æ,54.0,168.0,9.0,29,38.0,1.0,2018/8/1
103.0,«·∂»Œ€»æ,56.0,163.0,7.0,29,34.0,0.9,2018/8/2
61.0,¡º,32.0,113.0,6.0,20,30.0,0.9,2018/8/3
55.0,¡º,38.0,105.0,6.0,21,32.0,0.8,2018/8/4
87.0,¡º,38.0,144.0,5.0,23,28.0,0.8,2018/8/5
88.0,¡º,46.0,145.0,5.0,27,33.0,1.0,2018/8/6
119.0,«·∂»Œ€»æ,48.0,180.0,6.0,27,38.0,0.9,2018/8/7
85.0,¡º,52.0,141.0,5.0,31,41.0,0.9,2018/8/8
120.0,«·∂»Œ€»æ,55.0,181.0,6.0,33,44.0,1.0,2018/8/9
104.0,«·∂»Œ€»æ,60.0,164.0,6.0,34,43.0,0.9,2018/8/10
142.0,«·∂»Œ€»æ,63.0,206.0,6.0,39,39.0,0.9,2018/8/11
128.0,«·∂»Œ€»æ,67.0,190.0,7.0,40,33.0,0.9,2018/8/12
38.0,”≈,29.0,76.0,5.0,17,17.0,0.7,2018/8/13
44.0,”≈,26.0,88.0,6.0,13,23.0,0.8,2018/8/14
55.0,¡º,34.0,106.0,5.0,22,18.0,0.8,2018/8/15
44.0,”≈,32.0,88.0,4.0,17,13.0,0.7,2018/8/16
35.0,”≈,28.0,69.0,4.0,20,15.0,0.7,2018/8/17
37.0,”≈,28.0,74.0,4.0,18,19.0,0.7,2018/8/18
49.0,”≈,23.0,97.0,5.0,16,24.0,0.7,2018/8/19
40.0,”≈,15.0,80.0,5.0,9,21.0,0.6,2018/8/20
65.0,¡º,25.0,118.0,6.0,13,22.0,0.7,2018/8/21
70.0,¡º,34.0,123.0,7.0,21,22.0,0.8,2018/8/22
78.0,¡º,50.0,133.0,5.0,35,18.0,0.8,2018/8/23
96.0,¡º,47.0,155.0,8.0,27,24.0,0.9,2018/8/24
97.0,¡º,45.0,156.0,9.0,26,27.0,0.9,2018/8/25
44.0,”≈,38.0,88.0,6.0,27,21.0,0.8,2018/8/26
44.0,”≈,30.0,87.0,6.0,19,18.0,0.7,2018/8/27
66.0,¡º,30.0,119.0,7.0,20,21.0,0.8,2018/8/28
57.0,¡º,39.0,108.0,6.0,22,28.0,0.9,2018/8/29
65.0,¡º,31.0,118.0,8.0,16,27.0,0.9,2018/8/30
40.0,”≈,30.0,79.0,8.0,18,30.0,0.8,2018/8/31
39.0,”≈,23.0,64.0,5.0,16,31.0,0.8,2018/9/1
47.0,”≈,33.0,94.0,5.0,21,36.0,0.8,2018/9/2
65.0,¡º,42.0,117.0,5.0,25,38.0,0.8,2018/9/3
131.0,«·∂»Œ€»æ,71.0,194.0,10.0,27,60.0,1.1,2018/9/4
125.0,«·∂»Œ€»æ,91.0,187.0,13.0,40,55.0,1.0,2018/9/5
53.0,¡º,56.0,90.0,7.0,37,33.0,1.0,2018/9/6
40.0,”≈,40.0,76.0,6.0,13,26.0,0.6,2018/9/7
72.0,¡º,34.0,126.0,9.0,13,30.0,0.7,2018/9/8
96.0,¡º,50.0,155.0,12.0,27,43.0,1.0,2018/9/9
59.0,¡º,56.0,110.0,10.0,32,45.0,0.9,2018/9/10
89.0,¡º,57.0,146.0,10.0,35,48.0,1.0,2018/9/11
77.0,¡º,82.0,129.0,13.0,50,61.0,1.1,2018/9/12
68.0,¡º,77.0,107.0,9.0,49,46.0,1.0,2018/9/13
100.0,¡º,44.0,159.0,9.0,26,34.0,0.9,2018/9/14
68.0,¡º,43.0,121.0,7.0,30,22.0,0.8,2018/9/15
63.0,¡º,60.0,115.0,7.0,42,18.0,0.9,2018/9/16
48.0,”≈,35.0,95.0,7.0,24,21.0,0.9,2018/9/17
45.0,”≈,30.0,90.0,7.0,18,32.0,0.9,2018/9/18
51.0,¡º,37.0,101.0,6.0,20,33.0,0.7,2018/9/19
41.0,”≈,36.0,82.0,6.0,18,27.0,1.1,2018/9/20
43.0,”≈,30.0,85.0,6.0,16,29.0,0.9,2018/9/21
77.0,¡º,64.0,93.0,8.0,26,61.0,0.9,2018/9/22
100.0,¡º,105.0,159.0,16.0,50,75.0,1.5,2018/9/23
90.0,¡º,77.0,148.0,11.0,43,50.0,1.0,2018/9/24
68.0,¡º,59.0,121.0,11.0,38,31.0,0.9,2018/9/25
42.0,”≈,29.0,68.0,7.0,23,33.0,0.7,2018/9/26
47.0,”≈,37.0,94.0,8.0,21,34.0,0.7,2018/9/27
81.0,¡º,48.0,137.0,7.0,29,35.0,0.7,2018/9/28
77.0,¡º,66.0,124.0,9.0,31,61.0,0.9,2018/9/29
84.0,¡º,100.0,129.0,11.0,41,67.0,1.0,2018/9/30
60.0,¡º,46.0,112.0,10.0,15,30.0,0.6,2018/10/1
73.0,¡º,49.0,127.0,11.0,23,46.0,0.9,2018/10/2
91.0,¡º,55.0,149.0,14.0,30,54.0,0.9,2018/10/3
106.0,«·∂»Œ€»æ,60.0,166.0,14.0,34,48.0,0.9,2018/10/4
108.0,«·∂»Œ€»æ,62.0,168.0,13.0,39,42.0,0.9,2018/10/5
129.0,«·∂»Œ€»æ,100.0,191.0,14.0,61,77.0,1.0,2018/10/6
128.0,«·∂»Œ€»æ,115.0,190.0,17.0,68,86.0,1.2,2018/10/7
97.0,¡º,107.0,156.0,14.0,69,60.0,1.1,2018/10/8
90.0,¡º,83.0,94.0,10.0,67,44.0,1.0,2018/10/9
66.0,¡º,74.0,119.0,15.0,27,48.0,0.9,2018/10/10
63.0,¡º,59.0,113.0,15.0,27,50.0,0.8,2018/10/11
86.0,¡º,66.0,143.0,16.0,38,50.0,0.8,2018/10/12
74.0,¡º,81.0,107.0,17.0,50,59.0,1.0,2018/10/13
58.0,¡º,47.0,76.0,6.0,41,34.0,0.9,2018/10/14
58.0,¡º,48.0,49.0,6.0,41,38.0,0.8,2018/10/15
57.0,¡º,47.0,39.0,7.0,34,45.0,1.0,2018/10/16
65.0,¡º,58.0,117.0,9.0,38,43.0,0.9,2018/10/17
74.0,¡º,73.0,128.0,12.0,52,46.0,1.1,2018/10/18
57.0,¡º,56.0,72.0,13.0,31,45.0,0.8,2018/10/19
57.0,¡º,43.0,41.0,8.0,34,45.0,0.8,2018/10/20
57.0,¡º,45.0,34.0,5.0,40,40.0,0.8,2018/10/21
